center,left,right,steering,throttle,brake,speed
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_00_564.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_00_564.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_00_564.jpg,0,0.8127341,0,18.26785
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_00_633.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_00_633.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_00_633.jpg,0,0.627232,0,18.88853
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_00_706.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_00_706.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_00_706.jpg,0,0.3860679,0,19.37949
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_00_776.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_00_776.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_00_776.jpg,0,0.197416,0,19.37088
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_00_846.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_00_846.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_00_846.jpg,-0.1,0.2807682,0,19.71534
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_00_918.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_00_918.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_00_918.jpg,-0.25,0.4559652,0,20.26554
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_00_986.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_00_986.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_00_986.jpg,-0.45,0.7002342,0,20.58127
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_01_054.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_01_054.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_01_054.jpg,-0.6000001,0.8847732,0,20.79197
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_01_123.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_01_123.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_01_123.jpg,-0.8000001,1,0,21.42172
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_01_193.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_01_193.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_01_193.jpg,-0.755721,0.8599359,0,21.92669
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_01_264.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_01_264.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_01_264.jpg,-0.5220001,0.626215,0,22.4931
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_01_336.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_01_336.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_01_336.jpg,-0.329109,0.433324,0,22.69421
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_01_407.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_01_407.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_01_407.jpg,-0.09301203,0.197227,0,22.81878
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_01_480.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_01_480.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_01_480.jpg,0,0.01933002,0,22.8775
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_01_548.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_01_548.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_01_548.jpg,0,0,0,22.68713
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_01_616.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_01_616.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_01_616.jpg,0,0,0,22.40822
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_01_684.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_01_684.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_01_684.jpg,0,0,0,22.23015
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_01_752.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_01_752.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_01_752.jpg,0.15,0,0,22.23243
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_01_826.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_01_826.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_01_826.jpg,0.3152248,0,0,21.99793
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_01_903.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_01_903.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_01_903.jpg,0.08480376,0,0,21.81709
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_01_976.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_01_976.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_01_976.jpg,0,0,0,21.52419
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_02_049.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_02_049.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_02_049.jpg,0,0,0,21.33764
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_02_115.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_02_115.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_02_115.jpg,0,0,0,21.4064
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_02_189.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_02_189.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_02_189.jpg,0,0,0,21.26223
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_02_263.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_02_263.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_02_263.jpg,0,0,0,21.09824
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_02_337.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_02_337.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_02_337.jpg,0,0,0,20.66711
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_02_408.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_02_408.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_02_408.jpg,0,0,0,20.49546
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_02_475.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_02_475.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_02_475.jpg,0,0,0,20.68538
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_02_547.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_02_547.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_02_547.jpg,0,0,0,20.52251
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_02_614.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_02_614.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_02_614.jpg,0,0,0,20.0715
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_02_689.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_02_689.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_02_689.jpg,0,0,0,19.90343
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_02_759.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_02_759.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_02_759.jpg,0,0,0,20.12361
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_02_834.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_02_834.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_02_834.jpg,0,0,0,19.96782
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_02_903.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_02_903.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_02_903.jpg,0,0,0,19.81477
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_02_973.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_02_973.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_02_973.jpg,0,0,0,19.31521
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_03_044.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_03_044.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_03_044.jpg,0,0,0,19.14505
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_03_116.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_03_116.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_03_116.jpg,0,0,0,19.44446
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_03_188.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_03_188.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_03_188.jpg,0,0,0,19.29869
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_03_255.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_03_255.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_03_255.jpg,0,0,0,18.72531
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_03_328.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_03_328.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_03_328.jpg,0,0,0,18.56408
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_03_401.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_03_401.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_03_401.jpg,0,0,0,18.92816
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_03_468.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_03_468.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_03_468.jpg,0,0,0,18.78
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_03_542.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_03_542.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_03_542.jpg,0,0,0,18.63304
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_03_616.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_03_616.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_03_616.jpg,0,0,0,18.02136
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_03_690.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_03_690.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_03_690.jpg,0,0,0,17.86987
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_03_758.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_03_758.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_03_758.jpg,0,0,0,18.26826
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_03_830.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_03_830.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_03_830.jpg,0,0,0,18.12437
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_03_899.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_03_899.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_03_899.jpg,0,0,0,17.49781
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_03_968.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_03_968.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_03_968.jpg,0,0,0,17.35148
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_04_036.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_04_036.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_04_036.jpg,0,0,0,17.76902
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_04_119.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_04_119.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_04_119.jpg,0,0,0,17.62872
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_04_192.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_04_192.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_04_192.jpg,0,0,0,17.48953
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_04_263.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_04_263.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_04_263.jpg,0,0,0,17.35141
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_04_366.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_04_366.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_04_366.jpg,0,0,0,16.78543
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_18_910.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_18_910.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_18_910.jpg,0,0,0,3.251585
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_18_986.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_18_986.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_18_986.jpg,0,0,0,3.220381
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_19_055.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_19_055.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_19_055.jpg,0,0,0,3.197067
/Users/t.krishnan/Desktop/IMG/center_2017_03_06_22_34_19_126.jpg,/Users/t.krishnan/Desktop/IMG/left_2017_03_06_22_34_19_126.jpg,/Users/t.krishnan/Desktop/IMG/right_2017_03_06_22_34_19_126.jpg,0,0,0,3.166154
